offensive,text
1,"['generatia', 'degenerata']"
1,"['bag', 'pwla', 'popup', 'urile']"
1,"['camera', 'rahatul', 'rezoluia', 'varz', 'bateria', 'decat', 'min', 'recomand', 'facei', 'prostie', 'mn']"
1,"['bun', 'anca', 'stiu', 'sal', 'montez', 'cucu', 'blaturile', 'mari', 'bun', 'mari', 'dracu', 'n', 'trebuie', 'reconstruit']"
1,"['emag', 'verifica', 'furnizorii', 'mersi', 'review', 'stiu', 'cumpar', 'hotii', 'astia']"
1,"['bai', 'prietene', 'vrei', 'tina', 'baterie', 'mah', 's', 'moare', 'ore', 'smartphone', 'baterie', 'mah', 'pt', 'ceas', 'dotat', 'greu', 'curea', 'stii', 'antena', 'acolo', 'schimbi', 'vand', 'mam', 'saturat', 'carnati', 'dastia', 'stea', 'steve', 'jobs', 'persoana', 'marii', 'itisti', 'romaniei']"
0,"['ironia', 'soartei', 'morrr']"
0,"['gust', 'gogosi', 'aduce', 'gustul', 'cozonac', 'fiind', 'faptul', 'facute', 'cuptor']"
1,"['merge', 'dracu', 'luna', 'chinui', 'activez', 'merge', 'utilizez', 'tastare', 'ecran', 'wind']"
0,"['iese', 'exact', 'trebuie', 'negresa', 'facut', 'incercat', 'retete', 'pun', 'esenta', 'rom', 'glazura', 'pun', 'nuca', 'macinata']"
1,"['fake', 'and', 'gay']"
1,"['habar', 'vorbeti', 'aa', 'ntmpl', 'cnd', 'cumperi', 'telefon', 'detept', 'dect']"
1,"['lsai', 'pclii', 'folie']"
1,"['firele', 'domnului', 'ana', 'alfabet']"
1,"['mintii', 'prostu', 'facut', 'testu', 'iese', 'bine', 'panarama']"
1,"['salut', 'puteti', 'vinde', 'asemenea', 'porcarie', 'trebuie', 'aveti', 'cap', 'stricat', 'zile', 'cumparare', 'butoanele', 'schimbare', 'intesitatii', 'luminii', 'pomana', 'jeg', 'durata', 'asteptare', 'zile', 'zile', 'emag', 'zile', 'ratatii', 'firma', 'vand', 'cacaturi', 'bine', 'dispus', 'asteptat', 'zile', 'mers', 'iujn', 'sunteti', 'cacat', 'emag', 'permiteti', 'vanzare', 'cacaturi', 'firma', 'respectiva', 'vanda', 'decat', 'vanda', 'banda', 'jucarie', 'zic', 'aveti', 'grija', 'minciuni', 'net', 'platiti']"
0,"['rog', 'vreau', 'fac', 'dulceata']"
1,"['esti', 'capu']"
1,"['talhari', 'tabla']"
0,"['trecut', 'acolo', 'n', 'call', 'of', 'duty', 'parcul', 'copii']"
0,"['rog', 'poti', 'ajutata']"
0,"['frumos', 'pana', 'vad', 'rata', 'gatita', 'cimbrul', 'lai', 'taiat', 'cules', 'frunzulite']"
1,"['bucata', 'carne', 'taiata', 'mic', 'sia', 'duhul', 'trimit', 'retur', 'fiind', 'zile', 'aparea', 'produsul', 'lista', 'retur', 'trimit', 'service', 'apare', 'lista', 'produse', 'beneficiaza', 'garantie', 'bun', 'serviciu', 'emag', 'cumpar', 'traiesc', 'emag']"
1,"['dragu', 'pus', 'botic', 'facut', 's', 'mmmm', 'n', 'stiut', 'faca', 'ziceai', 'acolo', 'taste', 'copile']"
1,"['doamna', 'primit', 'gainarie', 'samsung', 'j', 'telefon', 'servici', 'cale', 'conseccinta', 'trebuit', 'sal', 'inveleasca', 'oarece', 'na', 'acord', 'schimbe', 'blackberry', 'husa', 'flip', 'neagra', 'telefonul', 'personal', 'iam', 'luat', 'acoperitoarea', 'pro', 'finisat', 'bine', 'muchii', 'taioase', 'atingerea', 'buna', 'contra', 'zis', 'titlu', 'vrea', 'inchida', 'complet', 'mort', 'sta', 'cascat', 'mirciulica', 'dom', 'profesor', 'pretul', 'maricel', 'amarita', 'husa', 'curios', 'inseamna', 'garantie', 'pravalia', 'doua', 'mari', 'probleme', 'emagi', 'livrarea', 'next', 'day', 'daton', 'balarii', 'livreaza', 'zile', 'fac', 'service', 'caricaturile', 'depanero', 'meseriasi', 'rezultatul', 'incrucisarii', 'genetice', 'nenea', 'einstein', 'stefanel', 'hawking']"
0,"['merita', 'vazut']"
0,"['minutul', 'aud', 'laba']"
0,"['senzatie', 'eliberare', 'condamna', 'noastra', 'coruptie', 'uite', 'ajuns', 'ceausescu', 'hotii', 'astia', 'conducere', 'azi', 'romania']"
1,"['suparati', 'cred', 'sunteti', 'capul', 'mizerie', 'canapea', 'putet', 'spuneti', 'ft', 'buna', 'pretul', 'milioane', 'ze', 'ri', 'mizerie', 'gratis', 'mizerie']"
0,"['noaptea', 'uit', 'videos', 'trecut', 'stare', 'genul', 'caracter', 'intunecat', 'statea', 'uita', 'mint', 'caci', 'ubra', 'inalta']"
0,"['putem', 'folosi', 'ciocolata', 'poiana']"
0,"['trebuie', 'neaparat', 'coaja', 'lamaie']"
0,"['adrian', 'laso', 'moale', 'reclama', 'stie', 'toateiti', 'sta', 'bine', 'frizerie', 'cursul']"
0,"['buna', 'reteta', 'multumesc']"
1,"['fraza', 'zgomotul', 'problema', 'fapt', 'stresat', 'deloc', 'performanta', 'astzi', 'obii', 'uor', 'ieftin', 'combinnd', 'pc', 'ssd', 'mic', 'gbso', 'aplicaii', 'frecvente', 'hdd', 'mediu', 'tbstorage', 'swap', 'fiiere', 'temporare', 'practic', 'scrierile', 'dese', 'ucide', 'ssd', 'seama', 'esti', 'indubitabil', 'paralel', 'lumea', 'it', 'dormi', 'pace', 'debita', 'prostii']"
1,"['mare', 'teapa']"
0,"['timp', 'dureaza', 'dubleze', 'aluatul']"
0,"['laptele', 'obligatoriu', 'inlocui', 'apa']"
0,"['bravo', 'klaus', 'menti', 'bine', 'ramas', 'placut', 'surprins']"
1,"['cccioii', 'tia', 'aceast', 'tastatura', 'nainte', 'black', 'fraiday', 'lei', 'acum', 'puin', 'fac', 'lei']"
0,"['ani', 'dece']"
0,"['buna', 'felicitari']"
1,"['recomand', 'funcionat', 'defectuos', 'eap']"
1,"['vrei', 'sti', 'nuti', 'spun', 'sic', 'dute', 'music', 'usa', 'hot', 'jamz', 'ny', 'stai', 'noapte', 'antenne', 'bayern', 'nuti', 'trebuie', 'calitate', 'pioneer', 'vrei', 'lasama', 'pace', 'acum', 'ascut', 'muzica', 'cumpara', 'luato', 'ultima', 'black', 'redfraiere', 'esti', 'lefter']"
1,"['platoul', 'dobitoci', 'putin', 'niculescu', 'bani', 'ha']"
0,"['folosesc', 'cana', 'g', 'fac', 'exact', 'clipnu']"
0,"['mintit', 'n', 'juramintele', 'depuse', 'facut', 'timp', 'ani', 'propriul', 'interes']"
1,"['s', 'aimi', 'bag', 'pula', 'telefonuyl']"
0,"['bucur', 'vad', 'subtitrare', 'engleza']"
1,"['nui', 'nicio', 'smecherie', 'ofera', 'abtibild', 'desen', 'jizaz', 'krist', 'priceput', 'pui', 'dejetu', 'mare', 'capacul', 'traji', 'capacul', 'dejetul', 'aratator', 'tare', 'greu']"
1,"['aud', 'naspa', 'rau', 'bazaie', 'recomand']"
1,"['cac', 'telefon', 'bine', 'alegeam', 'p', 'lite']"
1,"['bai', 'prostule', 'jocul', 'vina', 'telefonul']"
0,"['plans', 'somn']"
1,"['dal', 'nul', 'meriti', 'tiau', 'furat', 'terra', 'efectiv']"
1,"['cumparat', 'doua', 'licente', 'ok', 'pana', 'acum', 'incercat', 'licenta', 'lei', 'firma', 'mare', 'teapa', 'noroc', 'rezolvat', 'incerca', 'licente', 'lei', 'teama', 'fac', 'cale', 'intoarsa', 'msi', 'profi']"
1,['idiot']
1,"['cacat', 'folie', 'plina', 'scame', 'mam', 'enervat', 'rupto', 'pula', 'folia', 'voastra', 'cacat']"
0,"['aveam', 'ani', 'trait', 'mare', 'parte', 'inteles', 'lucrurile', 'bine', 'momente', 'mam', 'inselat', 'documentarul', 'mia', 'raza', 'speranta', 'speranta', 'disparuse', 'multumesc', 'pt', 'speranta', 'pt', 'speranta', 'intro', 'baiatul', 'student', 'anglia', 'intoarca', 'sunteti', 'extraordinari', 'mandra', 'baiatul', 'mia', 'facut', 'cunostinta']"
0,"['dorian', 'mare', 'dreptate']"
1,"['experienta', 'd', 'neimaginat', 'comandat', 'pat', 'culoare', 'alb', 'roz', 'mia', 'venit', 'turcoaz', 'culme', 'kn', 'sunat', 'miau', 'spus', 'k', 'p', 'stoc', 'aduce', 'k', 'avei', 'grija', 'mare', 'zisa', 'firma', 'autolux', 'k', 'd', 'mare', 'rahat']"
1,"['produs', 'original', 'exact', 'replic', 'cumprato', 'lei', 'chinezi', 'argumente', 'culoare', 'butoanelor', 'diferit', 'fa', 'carcas', 'tipic', 'huselor', 'apple', 'fake', 'husa', 'turnat', 'dintro', 'bucat', 'original', 'apple', 'buci', 'observa', 'imbinarea', 'banda', 'lateral', 'ambalajul', 'produsului', 'vedea', 'fontul', 'diferit', 'originala', 'apple', 'desfacere', 'hartia', 'spatele', 'ambalajului', 'rupe', 'originale', 'apple', 'desprinde', 'elegant', 'putea', 'inchizi', 'loc', 'finisajul', 'interiorului', 'clar', 'facut', 'graba', 'anumite', 'portiuni', 'pielea', 'intoarsa', 'lipita', 'uniform', 'calitatea', 'siliconului', 'scazuta', 'lipinduse', 'scamele', 'neavand', 'grip', 'bun', 'ilex', 'com', 'nesimtire', 'iesita', 'comun', 'sens', 'plangere', 'oficiul', 'protectia', 'consumatorului', 'recomand']"
0,"['the', 'vaccinator']"
1,"['mare', 'teapa', 'mare']"
0,"['viermi', 'vaccinat']"
1,"['popa', 'esti', 'incompetent', 'idiot', 'dati', 'foc', 'intrebarea', 'cati', 'mega', 'muie', 'lasate', 'calc', 'esti', 'prastie']"
1,"['cacao', 'specificatiile', 'doua', 'mausuri', 'exact', 'aceas', 'denumire', 'usb', 'tech', 'x', 'oscar', 'x', 'mk', 'diferenta', 'cca', 'ron', 'oscar', 'x', 'maus', 'bun', 'mare', 'statea', 'perfect', 'palma', 'comandat', 'acelas', 'model', 'mia', 'venit', 'lindic', 'maus', 'scapi', 'printre', 'degete', 'specificati', 'scrie', 'absolut', 'dimensiune', 'draci', 'lam', 'spart', 'imediat', 'bag', 'pl', 'siteul', 'bani', 'puteti', 'stergeti', 'contul', 'renunt', 'garantiile', 'dracu', 'cumpara']"
1,"['produsul', 'ok', 'luat', 'resigilat', 'multumit', 'masina', 'silentioasa', 'decat', 'dinainte', 'legatura', 'livrarea', 'problema', 'comandat', 'masina', 'platito', 'venea', 'mers', 'curier', 'vad', 'vine', 'spus', 'colet', 'apare', 'coletul', 'facand', 'verificarea', 'awb', 'site', 'aparea', 'depozitul', 'urma', 'saptamana', 'mia', 'ajuns', 'coletul', 'recomand', 'serviciile', 'fan', 'curier', 'ordinari']"
1,"['tualegi', 'inteligentule', 'vai', 'oamenii', 'pun', 'intrebari', 'idioate']"
1,"['plm', 'fifa', 'rost', 'vrun', 'comentariu', 'jocul', 'vine', 'tip', 'joc', 'fifa', 'gameplay', 'ultimate', 'teamul', 'fcut', 'bine']"
1,"['panarama', 'telefon', 's', 'telefoanele', 'samsung', 'problema', 'screen', 'burnin']"
1,"['spuneti', 'clase', 'mentalitate', 'inseamna', 'aveti', 'problema']"
1,"['sincer', 'habar', 'telefoane', 'mana', 'numa', 'sti', 'marca', 'telefoane', 'oliviu', 'habar', 'posibil', 'vruta', 'zici', 'allview', 'fecior', 'iau', 'ecranul', 'mare', 'consuma', 'stiu', 'model', 'telefon', 'marime', 'tia', 'consumat', 'bateria', 'detin', 'model', 'telefon', 'marca', 'htc', 'exact', 'htc', 'one', 'max', 'cred', 'auzit', 'elnu', 'lam', 'luat', 'ani', 'zile', 'diagonala', 'ecran', 'urias', 'baterie', 'mah', 'tinut', 'bateria', 'tina', 'marca', 'smartphone', 'ecranul', 'sti', 'chestia', 'setarile', 'luminozitatea', 'lea', 'htcul', 'poti', 'personalizezi', 'nui', 'musa', 'date', 'facebook', 'net', 'vorbi', 'sti', 'incalzirea', 'telefonului', 'cauza', 'procesorului', 'inchide', 'apliicatiile', 'folosesti', 'spuna', 'telefonu', 'saturat']"
1,"['zero', 'fix', 'zero', 'nota', 'w', 'nare', 'dect', 'w', 'sistem', 'blocare', 'distem', 'blocare', 's', 'zboare', 'capacul', 'nare', 'siguran', 'nclzire', 'motor', 'puls', 'buton', 'mecanic', 'l', 'apei', 'plastic', 'extrem', 'ieftin', 'zgrie', 'instant', 'degeaba', 'vas', 'litri', 'sl', 'umpli', 'ap', 's', 'agii', 'pro', 'rni', 'cafea', 'cons', 'treaba', 'luai', 'c', 'nepai', 'emag', 'deszminte', 'n', 'bullshit', 'dup', 'bullshit']"
0,"['people', 'used', 'to', 'live', 'here', 'now', 'its', 'ghost', 'town']"
1,"['suficiente', 'gauri', 'bag', 'suruburile', 'til', 'aduce', 'acasa', 'cacat']"
0,"['minutul', 'ruby']"
1,"['cutie', 'pulverizator', 'separat', 'inlatura', 'capacul', 'vine', 'pune', 'pulverizator', 'gata', 'stiu', 'posibil', 'detineti', 'dati', 'parerea', 'pt', 'ionita', 'ana', 'scrie', 'clar', 'descriere', 'unisex', 'caz', 'sti', 'inseamna', 'ambele', 'sexe', 'personal', 'pare', 'aduce', 'niciun', 'parfum', 'dama', 'posibil', 'jumijuma', 'tinand', 'cont', 'unisex', 'parfum', 'ok', 'original', 'ieftin', 'lam', 'luat', 'ron', 'tinand', 'cont', 'reviewul', 'tau', 'postat', 'acum', 'an', 'sigur', 'pulverizator', 'gandit', 'puna', 'pulverizator', 'viitoarele', 'pachete', 'odata', 'parfumul']"
0,"['folosi', 'drojdie', 'proaspata']"
0,"['inlocui', 'laptele', 'ramas', 'vrea', 'incerc', 'maine']"
0,"['acolo', 'vede', 'basescu', 'prost', 'facuse', 'bun', 'jos', 'palaria', 'doamna', 'macovei']"
1,"['eti', 'pluta']"
1,"['avnd', 'n', 'vedere', 'c', 'rahaturi', 'diferite', 'comandate', 'simultan', 'acelai', 'site', 'vnzri', 'pltit', 'sume', 'diferite', 'transport', 'dei', 'dou', 'produse', 'leam', 'primit', 'acelai', 'curier', 'fix', 'n', 'acelai', 'moment', 'ajuns', 's', 'pltesc', 'cabluri', 'dect', 'dac', 'lea', 'cumprat', 'magazin', 'local', 'computere', 'recomand', 'clduros', 's', 'modificai', 'politica', 'livrare', 'c', 'tor', 'rsul']"
0,"['ntotdeauna', 'vrut', 'vad', 'acolo', 'bunemultumesc', 'filmat', 'cladirenota']"
1,"['scoateti', 'doapele', 'urechi', 'idiotule']"
0,['bravo']
0,"['astept', 'dragul', 'werner', 'loc', 'cald', 'pt', 'tatucu', 'astept', 'copii']"
1,"['pacat', 'crezut', 'exemplu', 'lumea', 'dato', 'manele', 'cocalareli', 'seama', 'ratat', 'vrea', 'afirme']"
0,"['mia', 'placut', 'ncheierea']"
1,"['cumperi', 'placa', 'gb', 'pt', 'samp', 'wtf', 'puteai', 'cumpara', 'gta']"
1,"['esti', 'fenomenal', 'extraordinar', 'mirobolant', 'uitam', 'fantastic', 'minunat']"
1,"['pare', 'rahat', 'raspuns', 'vazut', 'saracii', 'digi', 'cred', 'duce', 'capul', 'nai', 'motive', 'dai', 'euro', 'functioneaza', 'bine', 'telekom', 'merge', 'prost', 'digi', 'vodafone', 'escroci', 'stie', 'lumea', 'duce', 'capul', 'putin', 'digi', 'decat', 'orange', 'lucru', 'inseamna', 'sarac', 'musai', 'sami', 'iau', 'telefon', 'maximum', 'liviu', 'lucrezi', 'vodafone', 'ani']"
1,"['salut', 'smecxheriiilor', 'siieua', 'cumpsarat', 'bvun', 'tilifon', 'planeta', 'ee', 'sucumppp', 'siam', 'datt', 'leide', 'amanetciordit', 'tiganii', 'dsssat', 'siam', 'sibanide', 'n', 'ferrari', 'gallardodadadaadadadda', 'super', 'super']"
1,"['trebuie', 'volum', 'auzi', 'cv', 'esti', 'surd']"
1,"['analizat', 'postarea', 'suntei', 'caca', 'obositilor', 'basinosi']"
0,"['nas', 'manca', 'lol']"
1,"['sper', 'stii', 'esti', 'analfabet']"
1,"['mega', 'cacat', 'lam', 'cumparat', 'magazin']"
1,"['plm', 'iei', 'dorian', 'popa', 'cumetre', 'vezi', 'vorbesti', 'zeu', 'langa']"
0,['min']
0,"['aproximativ', 'somn', 'intamplat', 'vad', 'siluete', 'aud', 'constient', 'puteam', 'misca', 'voiam', 'so', 'fac', 'bloca']"
1,"['neplcut', 'trimis', 'folia', 'sparta', 'sunat', 'persoana', 'impertinenta', 'ruine']"
0,"['doriti', 'puteti', 'sustine', 'canal', 'mica', 'donatie', 'educatie']"
1,"['teapa', 'eap', 'recomand', 'lipete', 'bine', 'strica', 'aspectul', 'telefonului', 'zgrie', 'aplici', 'vede', 'bine', 'dup', 'aplicare']"
1,['bullshit']
0,"['util', 'multumim', 'frumos', 'acum', 'incerc', 'fac', 'zoom', 'zoom', 'out', 'ropamneste', 'miam', 'prins', 'urechile', 'reusesc', 'modific', 'valorile', 'apropie', 'imaginea', 'punctul', 'respctiv', 'filmul', 'reusesc', 'nicicum', 'aplic', 'fix', 'locul', 'vreau', 'revin', 'cateva', 'secunde', 'valoarea', 'anterioara']"
0,"['mitosera', 'copilul', 'bingocei', 'platou', 'familie', 'discuta', 'niculescu']"
0,"['murit', 'oameni']"
0,"['vrea', 'numele', 'melodiei', 'fundal', 'multumesc', 'anticipat']"
1,"['acuma', 'luna', 'oprit', 'langa', 'masina', 'fumega', 'inceput', 'iasa', 'flacari', 'gaurile', 'ac', 'vezi', 'tare', 'stingatorul', 'omologat', 'rahat', 'vorba', 'omolgarea', 'prostie', 'faci', 'degeaba', 'omologat', 'lumea', 'trebui', 'gandeasca', 'stingator', 'minim', 'kg', 'masina', 'golit', 'stingator', 'kg', 'bord', 'reusit', 'sting', 'focul', 'stingatorul', 'golit', 'desigur']"
1,"['esti', 'nuca']"
1,"['potriveste', 'dintii', 'aur', 'lo', 'furat', 'tiganii']"
1,"['adrian', 'niculescu', 'fostu', 'frizer', 'talent', 'meseria', 'acuma', 'salvatoru', 'populatiei']"
1,"['performant', 'place', 'lau', 'lungit', 'senzorul', 'amprenta', 'ct', 'lam', 'returnat']"
1,"['oribile', 'rand', 'put', 'c', 'puteau', 'trebuit', 's', 'spun', 'uscat', 'prins', 'miros', 'leam', 'splat', 'data', 'lng', 'faptul', 'c', 'aveau', 'forma', 'puteau', 'leam', 'aruncat', 'gunoi', 'merita', 'luai', 'gratis', 'porcarii', 'perne', 'mpuite', 'pene', 'ntregi', 'perne', 'n', 'aceeai', 'comanda', 'aceeai', 'poveste']"
1,"['bi', 'pula', 's', 'zic', 'merge', 'banii', 'tia']"
1,"['problem', 'capul']"
1,"['cumparat', 'aspirataor', 'defectat', 'luni', 'lam', 'trimis', 'reparat', 'luna', 'zile', 'primit', 'raspuns', 'rusine']"
1,"['aveai', 'rezoluia', 'corespunztoare', 'b', 'cpiatule', 'eti']"
1,"['luni', 'lam', 'pus', 'mana', 'oara', 'aprins']"
1,"['credeam', 'alegerea', 'laptop', 'ssd', 'experienta', 'placuta', 'decat', 'alegerea', 'pc', 'hard', 'disk', 'endless', 'os', 'rahat', 'experienta', 'windows', 'stau', 'minute', 'deschida', 'pagina', 'web', 'problema', 'netul']"
0,"['bravo', 'nota', 'documentar', 'parere', 'trebuie', 'difuzat', 'scoli', 'data', 'bravo', 'explicit']"
0,"['interesat', 'urmarit', 'interes', 'filmat', 'zis', 'stiu', 'curaj', 'vizitez', 'loc', 'bravo']"
1,"['cuvantul', 'tau', 'pus', 'mana', 'vezi', 'tii', 'mana', 'bitonezi', 'stam', 'vorba', 'pana', 'vorbele', 'fac', 'bani']"
1,"['mouse', 'rahat', 'rupt', 'saptamani', 'cumpararti', 'logitechnn']"
1,"['l', 'pus', 'mil', 'nicaieri', 'stoc', 'mu', 'ie', 'emag']"
0,"['reusit', 'dumneavoastra']"
1,"['sugi', 'pula', 'emag', 'supra', 'adevarul']"
0,['spaga']
1,"['nemultumit', 'total', 'panarama', 'aspirator']"
1,"['hei', 'ben', 'eti', 'btut', 'cap']"
0,['jimmy']
0,"['internetul', 'lucrurilor', 'vaccin', 'conecta', 'libra', 'moneda', 'digitala', 'planetara', 'unica', 'tip', 'blockchain', 'fiareicare', 'curand', 'urma', 'resetarii', 'financiare', 'globale', 'anuntateva', 'inlocui', 'monedele', 'criptomonedele', 'actualedeci', 'vaccin', 'cumperi', 'vinzi', 'faci', 'parte', 'sistem']"
1,"['tia', 'esperanza', 'trepiedele', 'kkt']"
1,"['cred', 'probleme', 'gramatica', 'exprimarea', 'general', 'cred', 'telefonul', 'vina', 'incearca', 'returnezi', 'ras', 'cate', 'vad']"
0,"['acoperiul', 'redactorului', 'trebuia', 'mbracat', 'n', 'materiale', 'ignifuge', 'n', 'schimb', 'folosit', 'smoala']"
1,"['vorba', 'serie', 'vorba', 'evolio', 'tepari', 'pune', 'trimiti', 'gps', 'servisul', 'contra', 'cost', 'bineinteles', 'cumparat', 'evolio', 'hi', 'speed', 'update', 'viata', 'inregistrat', 'produsul', 'trimis', 'link', 'descarc', 'hartile', 'surpriza', 'descaraca', 'suta', 'nimik', 'contactat', 'evolio', 'suport', 'spus', 'trebuie', 'trimit', 'gps', 'servis', 'wtf', 'gps', 'functioneaza', 'bine', 'l', 'trimit', 'service', 'trageti', 'concluzia', 'rog', 'posesorii', 'evolio', 'spuna', 'patit', 'cumpar', 'niciodata', 'produs', 'evolio']"
0,"['iau', 'batut', 'minerii', 'anul', 'trecut', 'neau', 'batut', 'jandarmii', 'erau', 'golanii', 'n', 'piata', 'acum', 'numiti', 'conduceau', 'pt', 'dadeau', 'ordonante', 'acum', 'ncercau', 'traga', 'pt', 'acum', 'urmasii', 'bogati', 'persifleaza', 'dintrun', 'lamborghini', 'elicopteretc', 'n', 'continuare', 'alegem', 'conducatori', 'iubesc', 'tara', 'felicitari', 'pt', 'reportajsper', 'trezeasca']"
1,"['tie', 'trebuie', 'saptamani', 'dai', 'seama', 'baterie', 'buna', 'esti', 'incet', 'minte', 'crezi']"
1,"['rahat', 'marfa', 'proasta']"
1,"['pula', 'functioneaza', 'forumularul', 'retur']"
0,"['hai', 'steaua']"
1,"['achizitionez', 'aparat', 'similar', 'poti', 'vii', 'ajui', 'chema', 'echipa', 'melteni']"
0,"['jurcel', 'sincer', 'personaj', 'acesti', 'documentarparadoxala', 'sorin', 'ovidiu', 'vantu']"
1,"['minus', 'minus', 'minus', 'impulsionat', 'review', 'urile', 'pozitive', 'net', 'aflanfuma', 'ultima', 'centrala', 'veche', 'ariston', 'ani', 'mam', 'hotrt', 'achizitionez', 'model', 'cumparat', 'montat', 'chemat', 'service', 'pt', 'punerea', 'functiune', 'apa', 'calda', 'curgea', 'intermitente', 'flacara', 'latenta', 'flacara', 'aprinsa', 'minute', 'dadeam', 'drumu', 'apa', 'cald', 'neamestecata', 'pura', 'di', 'dura', 'minute', 'pan', 'aprindea', 'flacara', 'centrala', 'dura', 'fix', 'sc', 'pana', 'incalzea', 'stingea', 'flacra', 'faceam', 'dus', 'dus', 'irlandez', 'calda', 'doua', 'reci', 'chem', 'meseriasul', 'service', 'imibsoune', 'normal', 'stau', 'min', 'vu', 'apa', 'pornita', 'deannokulea', 'stept', 'nclzeasc', 'acre', 'lam', 'ibtrebat', 'dac', 'centrala', 'zis', 'sf', 'inlocuit', 'placa', 'baza', 'garntie', 'saptamana', 'facei', 'calcul', 'yina', 'aceadta', 'centrala', 'muie', 'bosch']"
0,"['vazut', 'serialul', 'parere', 'eroare', 'degraba', 'sabotare', 'vrut', 'intample']"
1,"['poftim', 'puteti', 'repetati', 'rog', 'lucrati', 'dealer', 'telefoane', 'ocazia', 'sal', 'testati', 'aveti', 'telefon', 'serviciu', 'nati', 'nevoita', 'sal', 'cumparati', 'indiferent', 'sper', 'lati', 'folosit', 'macar', 'perioada', 'timp', 'cheama', 'bateti', 'joc', 'timpul', 'oamenilor', 'spatiul', 'site']"
1,"['companie', 'precum', 'tid', 'organization', 'srl', 'nevoie', 'review', 'bots', 'precum', 'cocarla', 'andrei', 'cheama', 'botul', 'pune', 'stele', 'reviewuri', 'absolut', 'nefolositoare', 'poze', 'google', 'produs', 'stoc', 'companiei', 'parerea', 'achizitionarea', 'produs', 'companie', 'mare', 'bine', 'acum', 'treaba', 'comandati', 'macar', 'stiind', 'fact', 'p', 's', 'achizitionat', 'produsul']"
1,"['sloganul', 'telefon', 'trebui', 's', 's', 'homebutton']"
0,"['printrun', 'vis', 'repetat', 'gasit', 'dragostea']"
1,"['bai', 'nesimtitilor', 'actualizati', 'stocul', 'comandat', 'platit', 'zile', 'boxa', 'azi', 'contatctat', 'spuna', 'k', 'tin', 'site', 'vanzare', 'jigodiilor']"
1,"['saptamana', 'folosire', 'spune', 'varza', 'nivel', 'conexiune', 'ethernet', 'comporta', 'rezonabil', 'pare', 'stabil', 'timeing', 'ping', 'pana', 'ms', 'nivel', 'conexiune', 'wifi', 'praf', 'pierde', 'conexiunea', 'timeingul', 'ping', 'enorm', 'variaza', 'ms', 'wtf', 'inteleg', 'faptul', 'nivel', 'ping', 'gatewayul', 'router', 'pingul', 'secunda', 'pingul', 'powerline', 'enorm', 'cuvinte', 'luam', 'logica', 'powerline', 'dracului', 'posibil', 'ajung', 'intrun', 'timp', 'bun', 'bucuresti', 'constanta', 'distanta', 'mare', 'decat', 'bucuresti', 'lehliu', 'timp', 'enorm', 'distanta', 'mica', 'lam', 'cumparat', 'resigilat', 'acum', 'inteleg', 'returnat', 'returnez', 'scurt', 'timp', 'atasez', 'print', 'screen', 'graitor']"
1,"['esti', 'fraier']"
1,"['faceti', 'fraierilor', 'ron', 'cretei', 'preul', 'ron', 's', 'l', 'putei', 'scdea', 'ron', 'reducerile', 'ianuarie', 'smecherilor', 'rusineeee']"
1,"['joc', 'interesant', 'joci', 'disperatul', 'cateva', 'zile', 'pana', 'dai', 'jucatori', 'ruineaza', 'realizat', 'majoritatea', 'jucatorilor', 'f', 'cur', 'prostie', 'joc', 'recomand', 'devine', 'repetitiv', 'plictisitor', 'sansele', 'intalnii', 'prietenii', 'tai', 'joc', 'inceput', 's', 'dai', 'dreptate', 'ajungi', 'vorbele', 'pare', 'rau', 'irosit', 'timp', 'bani', 'jucamd', 'prostie']"
1,"['inapoiati', 'adrian', 'singurul', 'normal', 'acolo']"
0,['jimmy']
0,"['felicitari', 'adevarata', 'carte', 'istorie']"
1,"['prost', 'aude', 'panarama', 'telefon', 'merita']"
1,"['rahatul', 'lei']"
1,"['femeia', 'experienta', 'domeniul', 'scenei', 'putut', 'retine', 'numele', 'pt', 'enervanta', 'reuseste', 'convinga', 'oamenii', 'spus', 'simplul', 'fapt', 'stie', 'lege', 'cuvinte', 'vine', 'argumente', 'nule']"
0,"['poti', 'filma', 'intrebarea', 'me']"
1,"['sunteti', 'retardati', 'zile', 'acum', 'vreti', 'lei', 'zic', 'facut', 'comanda', 'produse', 'acum', 'aproximativ', 'saptamana', 'niciun', 'termen', 'concret', 'livrare', 'bine', 'aveti', 'monopol', 'restul', 'intereseaza', 'sper', 'dati', 'faliment']"
0,"['loc', 'veci', 'vanzare', 'zone', 'bune']"
1,"['pis', 'recenzia', 'vreti', 'posti', 'scris', 'frumos', 'parerea', 'patit', 'postat', 'scriu', 'urat', 'veti', 'posta', 'data', 'pis', 'freza']"
1,"['pula', 'emag', 'proasta']"
0,"['inhaland', 'praful', 'radioactiv', 'acolo', 'efecte']"
0,"['felicitari', 'documentar', 'super', 'tare']"
